Detector,X,Y,sep,Effort
NE_3773,432462.0175,5330099.41,/,8
NE_3774,433460.4005,5330054.793,/,22
NE_3775,434458.7822,5330010.181,/,16
NE_3776,435457.1624,5329965.573,/,25
NE_3777,436455.5415,5329920.97,/,26
NE_3778,437453.9194,5329876.372,/,23
NE_3780,439450.6716,5329787.188,/,20
NE_3781,440449.0459,5329742.601,/,9
NE_3782,441447.4191,5329698.02,/,7
NE_3783,442445.7913,5329653.443,/,7
NE_3784,443444.1623,5329608.87,/,4
NE_3794,453427.8197,5329163.383,/,1
NE_3801,460416.3309,5328851.801,/,21
NE_3802,461414.6869,5328807.305,/,23
NE_3837,419438.2353,5329681.416,/,1
NE_3847,429422.2299,5329234.895,/,7
NE_3848,430420.6212,5329190.267,/,9
NE_3849,431419.0111,5329145.643,/,9
NE_3850,432417.3998,5329101.024,/,9
NE_3851,433415.787,5329056.409,/,15
NE_3852,434414.173,5329011.798,/,15
NE_3853,435412.5577,5328967.191,/,11
NE_3854,436410.941,5328922.59,/,9
NE_3855,437409.3234,5328877.992,/,6
NE_3856,438407.7044,5328833.398,/,12
NE_3857,439406.0843,5328788.81,/,19
NE_3858,440404.463,5328744.225,/,3
NE_3861,443399.5926,5328610.498,/,1
NE_3871,453383.293,5328165.02,/,1
NE_3877,459373.4733,5327897.94,/,23
NE_3878,460371.8341,5327853.442,/,23
NE_3879,461370.1946,5327808.948,/,2
NE_3923,429377.6003,5328236.5,/,2
NE_3924,430375.9959,5328191.873,/,7
NE_3925,431374.3903,5328147.252,/,9
NE_3926,432372.7832,5328102.633,/,9
NE_3927,433371.1749,5328058.02,/,3
NE_3928,434369.5653,5328013.411,/,15
NE_3929,435367.9542,5327968.805,/,12
NE_3930,436366.3421,5327924.205,/,7
NE_3931,437364.7286,5327879.608,/,7
NE_3932,438363.114,5327835.016,/,2
NE_3933,439361.4981,5327790.428,/,2
NE_3934,440359.8812,5327745.845,/,2
NE_3953,459328.9731,5326899.577,/,24
NE_3996,431329.7708,5327148.855,/,5
NE_3997,432328.168,5327104.239,/,5
NE_3998,433326.564,5327059.627,/,2
NE_3999,434324.9587,5327015.018,/,3
NE_4000,435323.3521,5326970.415,/,3
NE_4001,436321.7443,5326925.815,/,3
NE_4002,437320.135,5326881.22,/,3
NE_4004,439316.9133,5326792.043,/,2
NE_4005,440315.3005,5326747.461,/,2
NE_4006,441313.6867,5326702.883,/,2
NE_4007,442312.0719,5326658.309,/,2
NE_4008,443310.4559,5326613.74,/,1
NE_4024,459284.4736,5325901.209,/,24
NE_4065,431285.1527,5326150.455,/,5
NE_4066,432283.5542,5326105.84,/,5
NE_4067,433281.9545,5326061.229,/,5
NE_4068,434280.3533,5326016.622,/,5
NE_4069,435278.7511,5325972.02,/,2
NE_4070,436277.1475,5325927.422,/,1
NE_4071,437275.5427,5325882.828,/,3
NE_4072,438273.9366,5325838.238,/,2
NE_4092,458241.6004,5324947.338,/,3
NE_4093,459239.9747,5324902.837,/,21
NE_4136,434235.7496,5325018.222,/,1
NE_4137,435234.1513,5324973.621,/,1
NE_4140,438229.3497,5324839.842,/,2
NE_4156,454203.5767,5324127.003,/,2
NE_4157,455201.9582,5324082.486,/,3
NE_4158,456200.3388,5324037.974,/,3
NE_4159,457198.7187,5323993.465,/,3
NE_4160,458197.098,5323948.961,/,3
NE_4161,459195.4764,5323904.461,/,6
NE_4201,431195.9205,5324153.643,/,2
NE_4202,432194.3306,5324109.03,/,2
NE_4203,433192.7394,5324064.422,/,2
NE_4205,435189.5531,5323975.217,/,1
NE_4208,438184.7641,5323841.443,/,2
NE_4224,454209.6205,5323167.169,/,2
NE_4268,431151.3064,5323155.229,/,2
NE_4270,433148.1337,5323066.012,/,2
NE_4271,434146.5455,5323021.409,/,2
NE_4275,438140.1795,5322843.039,/,2
NE_4329,430108.2739,5322201.427,/,2
NE_4330,431106.6937,5322156.812,/,2
NE_4333,434101.9453,5322022.995,/,2
NE_4334,435100.3598,5321978.398,/,2
NE_4335,436098.7733,5321933.805,/,2
NE_4336,437097.1854,5321889.216,/,2
NE_4337,438095.596,5321844.63,/,2
NE_4394,430063.6583,5321203.004,/,2
NE_4395,431062.0825,5321158.391,/,1
NE_4398,434057.3466,5321024.578,/,2
NE_4399,435055.7653,5320979.982,/,2
NE_4400,436054.1829,5320935.39,/,2
NE_3618,436544.7457,5331917.718,/,1
NE_2941,423923.1666,5340484.893,/,1
NE_2388,421240.9573,5347607.309,/,1
